"sound.files","selec","start","end","bottom.freq","top.freq","orig.sound.file"
"master_sound_flie_frogs_OTS_2021.wav",1,1,2,1.17232545392787,2.47453101840415,"start_marker"
"master_sound_flie_frogs_OTS_2021.wav",2,2.15,2.32696145124717,0.3852,13.2878,"Hyalinobatrachium fleischmanni 1 indiv.wav_2"
"master_sound_flie_frogs_OTS_2021.wav",3,2.47696145124717,2.64482993197279,1.733188,4.332969,"D_ebracattus_GUAYACAN.wav_1036"
"master_sound_flie_frogs_OTS_2021.wav",4,2.79482993197279,2.81092970521542,0.462587,4.009091,"7437Smilisca_puma.wav_2"
"master_sound_flie_frogs_OTS_2021.wav",5,2.96092970521542,3.02814058956916,3.667663,4.269464,"O_pumilioLOSCHILES.wav_7"
"master_sound_flie_frogs_OTS_2021.wav",6,3.17814058956916,3.22979591836735,2.757485,3.472388,"P_vitattus.wav_9"
"master_sound_flie_frogs_OTS_2021.wav",7,3.37979591836735,3.3934693877551,0.424038,3.469406,"7437Smilisca_puma.wav_1054"
"master_sound_flie_frogs_OTS_2021.wav",8,3.5434693877551,3.76990929705215,0,0.9147,"L_savagei.wav_1076"
"master_sound_flie_frogs_OTS_2021.wav",9,3.91990929705215,4.07378684807256,1.733188,4.044105,"D_ebracattus_GUAYACAN.wav_1"
"master_sound_flie_frogs_OTS_2021.wav",10,4.22378684807256,4.24453514739229,0.425526,4.216579,"7437Smilisca_puma.wav_1059"
"master_sound_flie_frogs_OTS_2021.wav",11,4.39453514739229,4.43249433106576,1.925764,4.910699,"D_phlebodesRIOFRIO.wav_1038"
"master_sound_flie_frogs_OTS_2021.wav",12,4.58249433106576,4.70136054421769,0,20.5094,"Hyalinobatrachium fleischmanni 1 indiv.wav_5"
"master_sound_flie_frogs_OTS_2021.wav",13,4.85136054421769,4.86394557823129,0.696316,4.874211,"7437Smilisca_puma.wav_11"
"master_sound_flie_frogs_OTS_2021.wav",14,5.01394557823129,5.20453514739229,2.6364,19.6533,"C_crassidigitus_SANRAMON.wav_1002"
"master_sound_flie_frogs_OTS_2021.wav",15,5.35453514739229,5.36292517006803,0.308392,3.931993,"7437Smilisca_puma.wav_3"
"master_sound_flie_frogs_OTS_2021.wav",16,5.51292517006803,5.57031746031746,2.314926,3.063872,"P_vitattus.wav_1110"
"master_sound_flie_frogs_OTS_2021.wav",17,5.72031746031746,5.73333333333333,0.154196,3.199563,"7437Smilisca_puma.wav_1048"
"master_sound_flie_frogs_OTS_2021.wav",18,5.88333333333333,5.93975056689342,2.485141,3.234087,"P_vitattus.wav_1115"
"master_sound_flie_frogs_OTS_2021.wav",19,6.08975056689342,6.09510204081633,1.129306,4.152931,"D_auratus.wav_1027"
"master_sound_flie_frogs_OTS_2021.wav",20,6.24510204081633,6.29961451247166,2.519184,3.131958,"P_vitattus.wav_1112"
"master_sound_flie_frogs_OTS_2021.wav",21,6.44961451247166,6.45283446712018,1.347881,3.825068,"D_auratus.wav_1022"
"master_sound_flie_frogs_OTS_2021.wav",22,6.60283446712018,10.4133560090703,1.0592,14.9247,"P_lugubris.wav_1094"
"master_sound_flie_frogs_OTS_2021.wav",23,10.5633560090703,10.5660317460317,2.040036,3.679351,"D_auratus.wav_1025"
"master_sound_flie_frogs_OTS_2021.wav",24,10.7160317460317,10.7616099773243,0,12.6138,"D_diastemaCRUCITAS.wav_1032"
"master_sound_flie_frogs_OTS_2021.wav",25,10.9116099773243,11.1431065759637,0.481441,2.984934,"7448Smilisca_sordida.wav_1062"
"master_sound_flie_frogs_OTS_2021.wav",26,11.2931065759637,11.3504988662132,2.961743,3.472388,"P_vitattus.wav_10"
"master_sound_flie_frogs_OTS_2021.wav",27,11.5004988662132,11.6543764172336,1.733188,4.044105,"D_ebracattus_GUAYACAN.wav_1034"
"master_sound_flie_frogs_OTS_2021.wav",28,11.8043764172336,12.0316553287982,1.2517,6.355,"S_elaeochroaCRUCITAS.wav_1128"
"master_sound_flie_frogs_OTS_2021.wav",29,12.1816553287982,12.3367800453515,1.5406,16.9467,"Cochranella granulosa.wav_2"
"master_sound_flie_frogs_OTS_2021.wav",30,12.4867800453515,12.7015873015873,0,1.1073,"L_savagei.wav_1077"
"master_sound_flie_frogs_OTS_2021.wav",31,12.8515873015873,13.1222448979592,1.2036,6.018,"S_elaeochroaCRUCITAS.wav_3"
"master_sound_flie_frogs_OTS_2021.wav",32,13.2722448979592,13.3258049886621,2.58727,3.166001,"P_vitattus.wav_1114"
"master_sound_flie_frogs_OTS_2021.wav",33,13.4758049886621,13.4797278911565,0,22.05,"D_auratus.wav_1"
"master_sound_flie_frogs_OTS_2021.wav",34,13.6297278911565,13.6466439909297,1.492467,6.547598,"C_fitzingeri_SI_DOTA.wav_8"
"master_sound_flie_frogs_OTS_2021.wav",35,13.7966439909297,13.8427437641723,2.118341,5.006987,"D_phlebodesRIOFRIO.wav_9"
"master_sound_flie_frogs_OTS_2021.wav",36,13.9927437641723,17.8032653061224,1.0592,14.9247,"P_lugubris.wav_2"
"master_sound_flie_frogs_OTS_2021.wav",37,17.9532653061225,17.9969160997732,0,8.4734,"P_ridens.wav_12"
"master_sound_flie_frogs_OTS_2021.wav",38,18.1469160997732,18.4140362811791,0.674017,3.658952,"7448Smilisca_sordida.wav_1064"
"master_sound_flie_frogs_OTS_2021.wav",39,18.5640362811791,18.5786848072562,1.709116,6.186517,"C_fitzingeri_SI_DOTA.wav_1014"
